company,rating,location,revdate,recommends,outlook,ceo_opinion,wlbalance,career_ops
Oracle,1.0,,09-11-2017,n,negative,disapproves,,
Oracle,1.0,"Hanover, MD",09-11-2017,n,,,1.0,1.0
Oracle,2.0,,08-20-2017,n,neutral,no opinion,2.0,3.0
Oracle,3.0,"Austin, TX",08-18-2017,n,negative,no opinion,5.0,3.0
Oracle,1.0,"Hanover, MD",09-11-2017,n,,,1.0,1.0
Oracle,2.0,,08-20-2017,n,neutral,no opinion,2.0,3.0
Oracle,3.0,"Austin, TX",08-18-2017,n,negative,no opinion,5.0,3.0
Oracle,3.0,"Santa Clara, CA",08-19-2017,n,neutral,disapproves,4.0,4.0
Oracle,4.0,"New York, NY",08-02-2017,,,,,
Oracle,5.0,,08-04-2017,,,,,
Oracle,2.0,,08-18-2017,,,,4.0,1.0
Oracle,3.0,,08-18-2017,,,,4.0,4.0
Oracle,3.0,,08-18-2017,n,negative,disapproves,2.0,4.0
Oracle,3.0,,08-18-2017,,,,,
Oracle,3.0,,08-18-2017,n,neutral,no opinion,4.0,3.0
Oracle,4.0,,08-03-2017,,,,,
Oracle,4.0,,08-03-2017,y,positive,approves,4.0,3.0
Oracle,4.0,,08-03-2017,,,,3.0,3.0
Oracle,3.0,"Seattle, WA",08-17-2017,y,positive,approves,3.0,4.0
Oracle,5.0,"Burlington, MA",08-02-2017,y,positive,approves,4.0,5.0
Oracle,1.0,"Santa Clara, CA",09-07-2017,n,neutral,disapproves,2.0,2.0
Oracle,1.0,"Redwood Shores, CA",09-06-2017,n,negative,disapproves,2.0,2.0
Oracle,4.0,,08-02-2017,y,positive,approves,3.0,5.0
Oracle,3.0,"Redwood City, CA",08-06-2017,y,neutral,approves,5.0,1.0
Oracle,3.0,,08-16-2017,n,positive,no opinion,3.0,3.0
Oracle,3.0,,08-16-2017,n,positive,approves,1.0,4.0
Oracle,5.0,,08-01-2017,y,positive,approves,,
Oracle,4.0,"Redwood City, CA",07-27-2017,n,neutral,no opinion,4.0,4.0
Oracle,2.0,,08-16-2017,n,,,4.0,3.0
Oracle,4.0,"Burlington, MA",08-01-2017,y,positive,approves,5.0,4.0
Oracle,4.0,"San Francisco, CA",08-01-2017,y,positive,approves,5.0,3.0
Oracle,4.0,"Broomfield, CO",08-01-2017,y,neutral,approves,3.0,5.0
Oracle,2.0,,08-15-2017,n,neutral,no opinion,3.0,4.0
Oracle,2.0,,08-15-2017,n,neutral,no opinion,3.0,2.0
Oracle,4.0,"Stamford, CT",07-31-2017,y,positive,disapproves,4.0,3.0
Oracle,4.0,,07-31-2017,,,,,
Oracle,3.0,,08-14-2017,n,neutral,no opinion,4.0,2.0
Oracle,3.0,,08-14-2017,y,positive,approves,4.0,3.0
Oracle,4.0,,07-28-2017,y,,,4.0,3.0
Oracle,4.0,,07-30-2017,y,positive,approves,3.0,4.0
Oracle,2.0,"Austin, TX",08-11-2017,n,negative,disapproves,5.0,3.0
Oracle,4.0,,07-29-2017,y,positive,approves,5.0,5.0
Oracle,3.0,,08-11-2017,,,,4.0,4.0
Oracle,1.0,"New York, NY",09-02-2017,n,negative,disapproves,2.0,3.0
Oracle,3.0,,08-11-2017,,,,4.0,4.0
Oracle,1.0,"New York, NY",09-02-2017,n,negative,disapproves,2.0,3.0
Oracle,1.0,,09-02-2017,n,neutral,disapproves,2.0,1.0
Oracle,4.0,"San Diego, CA",07-28-2017,y,positive,approves,4.0,4.0
Oracle,1.0,,08-31-2017,n,positive,no opinion,5.0,5.0
Oracle,1.0,,09-01-2017,n,negative,disapproves,4.0,2.0
Oracle,4.0,,07-21-2017,y,negative,approves,4.0,4.0
Oracle,3.0,,08-10-2017,n,,,,
Oracle,3.0,"Broomfield, CO",08-10-2017,n,neutral,disapproves,1.0,3.0
Oracle,4.0,"Broomfield, CO",07-25-2017,y,positive,no opinion,4.0,3.0
Oracle,3.0,,08-09-2017,n,neutral,no opinion,4.0,5.0
Oracle,3.0,,08-09-2017,,,,2.0,4.0
Oracle,3.0,,08-09-2017,y,negative,no opinion,4.0,4.0
Oracle,2.0,"Santa Clara, CA",08-04-2017,n,negative,disapproves,5.0,4.0
Oracle,2.0,,08-09-2017,y,,,,
Oracle,4.0,"Reston, VA",07-25-2017,y,positive,approves,5.0,4.0
Oracle,3.0,,08-08-2017,,,,,
Oracle,3.0,"Chicago, IL",08-08-2017,y,neutral,approves,4.0,3.0
Oracle,5.0,"Burlington, MA",07-24-2017,y,positive,approves,4.0,4.0
Oracle,4.0,,07-24-2017,y,positive,approves,5.0,3.0
Oracle,4.0,"Los Angeles, CA",07-24-2017,y,positive,no opinion,5.0,4.0
Oracle,3.0,,08-07-2017,n,neutral,disapproves,2.0,3.0
Oracle,3.0,"Broomfield, CO",08-07-2017,y,neutral,no opinion,5.0,3.0
Oracle,4.0,,07-21-2017,y,positive,approves,4.0,4.0
Oracle,2.0,,08-06-2017,n,neutral,no opinion,5.0,3.0
Oracle,2.0,"Boston, MA",08-07-2017,n,,,4.0,2.0
Oracle,4.0,"Rio Rancho, NM",07-23-2017,y,positive,approves,5.0,3.0
Oracle,2.0,"Orlando, FL",08-02-2017,n,neutral,disapproves,1.0,2.0
Oracle,2.0,,08-06-2017,n,neutral,no opinion,4.0,2.0
Oracle,2.0,,08-06-2017,n,positive,no opinion,5.0,2.0
Oracle,4.0,,07-22-2017,y,neutral,no opinion,2.0,4.0
Oracle,3.0,"Burlington, MA",08-03-2017,n,neutral,approves,5.0,3.0
Oracle,4.0,,07-21-2017,,,,3.0,4.0
Oracle,3.0,"Burlington, MA",08-04-2017,y,neutral,no opinion,1.0,3.0
Oracle,3.0,,08-04-2017,n,neutral,no opinion,5.0,4.0
Oracle,2.0,,08-04-2017,n,negative,disapproves,3.0,1.0
Oracle,4.0,,07-20-2017,,,,,
Oracle,4.0,"Santa Monica, CA",07-20-2017,y,positive,approves,5.0,2.0
Oracle,3.0,"New York, NY",08-03-2017,y,positive,approves,3.0,3.0
Oracle,3.0,,08-03-2017,n,negative,disapproves,2.0,4.0
Oracle,5.0,,07-19-2017,,,,4.0,4.0
Oracle,2.0,,08-03-2017,n,negative,disapproves,,
Oracle,2.0,,08-03-2017,y,neutral,disapproves,2.0,2.0
Oracle,4.0,,07-19-2017,,,,4.0,2.0
Oracle,3.0,,08-02-2017,,,,,
Oracle,5.0,,07-18-2017,y,positive,approves,4.0,3.0
Oracle,5.0,"San Diego, CA",07-18-2017,y,positive,approves,5.0,5.0
Oracle,2.0,,08-02-2017,n,,,,
Oracle,2.0,,08-02-2017,,,,,
Oracle,4.0,,07-18-2017,y,positive,approves,5.0,5.0
Oracle,2.0,,08-02-2017,n,,,,
Oracle,2.0,,08-02-2017,,,,,
Oracle,4.0,,07-18-2017,y,positive,approves,5.0,5.0
Oracle,4.0,,07-18-2017,,,,4.0,3.0
Oracle,4.0,"Austin, TX",07-18-2017,y,positive,approves,5.0,5.0
Oracle,4.0,"Austin, TX",07-15-2017,y,positive,approves,3.0,4.0
Oracle,4.0,,07-17-2017,,,,,
Oracle,4.0,,07-17-2017,y,positive,approves,3.0,5.0
Oracle,3.0,"Burlington, MA",07-29-2017,n,negative,disapproves,3.0,2.0
Oracle,3.0,"New York, NY",07-31-2017,,,,,
Oracle,4.0,"Charlotte, NC",07-11-2017,y,neutral,no opinion,2.0,3.0
Oracle,3.0,,07-28-2017,y,positive,no opinion,3.0,3.0
Oracle,3.0,"Colorado Springs, CO",07-30-2017,,,,,
Oracle,1.0,,08-20-2017,n,negative,disapproves,1.0,3.0
Oracle,3.0,"Atlanta, GA",07-29-2017,n,negative,no opinion,3.0,2.0
Oracle,5.0,"Santa Monica, CA",07-14-2017,y,positive,approves,5.0,5.0
Oracle,4.0,"Los Angeles, CA",07-14-2017,y,positive,no opinion,4.0,4.0
Oracle,4.0,"Los Angeles, CA",07-14-2017,y,positive,no opinion,3.0,4.0
Oracle,2.0,,07-25-2017,n,positive,no opinion,5.0,1.0
Oracle,2.0,,07-26-2017,n,positive,no opinion,3.0,3.0
Oracle,2.0,,07-26-2017,n,neutral,no opinion,3.0,4.0
Oracle,1.0,"Broomfield, CO",08-17-2017,n,neutral,disapproves,3.0,3.0
Oracle,4.0,,07-12-2017,y,,,5.0,2.0
Oracle,4.0,,07-12-2017,y,positive,approves,4.0,4.0
Oracle,3.0,,07-24-2017,,,,4.0,4.0
Oracle,3.0,,07-26-2017,,,,2.0,4.0
Oracle,3.0,,07-26-2017,n,neutral,no opinion,3.0,2.0
Oracle,2.0,"Broomfield, CO",07-24-2017,n,negative,disapproves,2.0,2.0
Oracle,2.0,,07-26-2017,n,,,2.0,4.0
Oracle,1.0,"Lehi, UT",08-15-2017,n,negative,disapproves,1.0,1.0
Oracle,1.0,"Boston, MA",08-15-2017,n,neutral,no opinion,3.0,1.0
Oracle,4.0,,07-11-2017,y,positive,,2.0,4.0
Oracle,3.0,"Redwood City, CA",07-21-2017,n,negative,disapproves,5.0,3.0
Oracle,3.0,,07-25-2017,,,,,
Oracle,4.0,"Stamford, CT",07-10-2017,y,positive,approves,4.0,3.0
Oracle,4.0,"Santa Monica, CA",07-10-2017,,,,5.0,5.0
Oracle,4.0,,07-10-2017,,,,5.0,5.0
Oracle,4.0,,07-10-2017,,,,,
Oracle,3.0,,07-24-2017,n,neutral,disapproves,3.0,4.0
Oracle,3.0,,07-24-2017,n,positive,disapproves,4.0,4.0
Oracle,2.0,,07-23-2017,n,neutral,no opinion,1.0,4.0
Oracle,4.0,"Redwood City, CA",07-09-2017,y,positive,approves,4.0,4.0
Oracle,3.0,,07-21-2017,n,negative,disapproves,1.0,2.0
Oracle,3.0,"Cincinnati, OH",07-23-2017,n,neutral,no opinion,4.0,3.0
Oracle,3.0,,07-21-2017,n,positive,no opinion,2.0,2.0
Oracle,5.0,,07-07-2017,,,,,
Oracle,4.0,,07-07-2017,y,neutral,disapproves,4.0,4.0
Oracle,5.0,,07-06-2017,y,positive,approves,5.0,5.0
Oracle,1.0,,08-11-2017,n,positive,disapproves,1.0,1.0
Oracle,2.0,,07-21-2017,n,negative,,4.0,1.0
Oracle,4.0,,07-06-2017,y,neutral,no opinion,4.0,3.0
Oracle,3.0,,07-18-2017,n,positive,no opinion,4.0,3.0
Oracle,3.0,,07-20-2017,n,neutral,no opinion,4.0,5.0
Oracle,3.0,,07-20-2017,,,,,
Oracle,3.0,"Santa Clara, CA",07-20-2017,y,neutral,approves,4.0,1.0
Oracle,5.0,,07-05-2017,,,,,
Oracle,5.0,"Burlington, MA",07-05-2017,y,positive,approves,3.0,4.0
Oracle,2.0,"Boston, MA",07-20-2017,n,negative,disapproves,3.0,2.0
Oracle,4.0,,07-05-2017,y,positive,approves,4.0,3.0
Oracle,4.0,,07-05-2017,,,,4.0,2.0
Oracle,2.0,"Boston, MA",07-20-2017,n,negative,disapproves,3.0,2.0
Oracle,4.0,,07-05-2017,y,positive,approves,4.0,3.0
Oracle,4.0,,07-05-2017,,,,4.0,2.0
Oracle,4.0,"Redwood City, CA",07-05-2017,y,positive,approves,5.0,4.0
Oracle,3.0,,07-17-2017,y,positive,approves,3.0,4.0
Oracle,3.0,"Austin, TX",06-30-2017,y,neutral,no opinion,5.0,3.0
Oracle,3.0,,07-17-2017,,,,,
Oracle,2.0,,07-17-2017,n,,,2.0,4.0
Oracle,3.0,,07-15-2017,,,,5.0,4.0
Oracle,3.0,"San Antonio, TX",07-16-2017,n,positive,disapproves,5.0,2.0
Oracle,3.0,,07-16-2017,,,,2.0,5.0
Oracle,5.0,,07-01-2017,,,,,
Oracle,1.0,"Orlando, FL",08-04-2017,n,negative,disapproves,1.0,1.0
Oracle,1.0,"Santa Clara, CA",08-02-2017,n,negative,disapproves,5.0,1.0
Oracle,4.0,,07-01-2017,y,positive,approves,5.0,5.0
Oracle,3.0,,07-13-2017,,,,,
Oracle,3.0,"Denver, CO",07-13-2017,n,positive,disapproves,4.0,3.0
Oracle,3.0,"Colorado Springs, CO",07-15-2017,n,negative,approves,3.0,5.0
Oracle,5.0,,06-30-2017,y,positive,approves,3.0,4.0
Oracle,5.0,,06-30-2017,,,,4.0,4.0
Oracle,4.0,"Irvine, CA",06-30-2017,y,positive,,4.0,4.0
Oracle,2.0,"Broomfield, CO",07-12-2017,n,positive,no opinion,4.0,1.0
Oracle,3.0,,07-14-2017,,,,4.0,3.0
Oracle,5.0,,06-29-2017,,,,,
Oracle,5.0,,06-29-2017,,,,,
Oracle,5.0,,06-29-2017,y,neutral,no opinion,4.0,5.0
Oracle,4.0,,06-29-2017,,,,3.0,5.0
Oracle,4.0,,06-29-2017,,,,,
Oracle,3.0,,07-13-2017,,,,4.0,5.0
Oracle,5.0,"Houston, TX",06-27-2017,y,positive,approves,5.0,5.0
Oracle,5.0,,06-28-2017,y,,,5.0,5.0
Oracle,5.0,,06-28-2017,y,positive,approves,4.0,4.0
Oracle,2.0,"Santa Clara, CA",07-12-2017,y,neutral,no opinion,3.0,3.0
Oracle,1.0,,08-02-2017,n,neutral,disapproves,5.0,1.0
Oracle,4.0,,06-28-2017,y,positive,approves,4.0,4.0
Oracle,4.0,"Boston, MA",06-28-2017,y,positive,approves,4.0,4.0
Oracle,4.0,"Dallas, TX",06-28-2017,y,positive,no opinion,3.0,4.0
Oracle,4.0,,06-28-2017,y,positive,,4.0,4.0
Oracle,5.0,,06-27-2017,y,positive,approves,5.0,3.0
Oracle,1.0,,08-02-2017,n,negative,disapproves,2.0,4.0
Oracle,3.0,"Tampa, FL",07-11-2017,y,positive,no opinion,3.0,5.0
Oracle,3.0,"Houston, TX",07-11-2017,y,positive,approves,3.0,3.0
Oracle,3.0,"San Jose, CA",07-11-2017,y,positive,approves,4.0,4.0
Oracle,4.0,"Austin, TX",06-24-2017,y,neutral,no opinion,5.0,5.0
Oracle,5.0,,06-26-2017,y,positive,approves,5.0,5.0
Oracle,5.0,"Edison, NJ",06-26-2017,y,positive,approves,5.0,4.0
Oracle,4.0,"Redwood City, CA",06-26-2017,y,,,4.0,3.0
Oracle,4.0,,06-26-2017,,,,4.0,3.0
Oracle,4.0,"Burlington, MA",06-26-2017,y,positive,approves,4.0,5.0
Oracle,4.0,,06-26-2017,y,,,5.0,2.0
Oracle,4.0,,06-26-2017,,,,4.0,3.0
Oracle,4.0,"Burlington, MA",06-26-2017,y,positive,approves,4.0,5.0
Oracle,4.0,,06-26-2017,y,,,5.0,2.0
Oracle,2.0,"Redwood City, CA",07-08-2017,n,positive,disapproves,2.0,2.0
Oracle,3.0,,07-10-2017,,,,4.0,2.0
Oracle,3.0,,07-10-2017,,,,2.0,2.0
Oracle,3.0,,07-10-2017,,,,,
Oracle,5.0,,06-25-2017,,,,4.0,5.0
Oracle,1.0,,07-31-2017,n,negative,disapproves,3.0,3.0
Oracle,4.0,"Austin, TX",06-20-2017,y,,,5.0,5.0
Oracle,3.0,"Burlington, MA",07-09-2017,y,positive,approves,4.0,3.0
Oracle,4.0,"Broomfield, CO",06-24-2017,n,neutral,no opinion,5.0,5.0
Oracle,5.0,,06-23-2017,y,positive,approves,5.0,5.0
Oracle,4.0,,06-23-2017,,,,4.0,4.0
Oracle,4.0,,06-23-2017,y,positive,no opinion,4.0,3.0
Oracle,3.0,,07-07-2017,y,neutral,disapproves,4.0,3.0
Oracle,3.0,,07-06-2017,y,positive,approves,4.0,3.0
Oracle,5.0,,06-21-2017,,,,,
Oracle,1.0,,07-27-2017,,,,,
Oracle,4.0,,06-21-2017,y,positive,no opinion,4.0,4.0
Oracle,4.0,,06-21-2017,y,positive,no opinion,4.0,4.0
Oracle,4.0,,06-21-2017,y,,,5.0,4.0
Oracle,4.0,,06-21-2017,y,positive,no opinion,5.0,5.0
Oracle,3.0,"Burlington, MA",07-05-2017,n,neutral,approves,3.0,3.0
Oracle,3.0,,07-05-2017,y,positive,,4.0,4.0
Oracle,3.0,,07-05-2017,n,neutral,disapproves,4.0,3.0
Oracle,3.0,,07-05-2017,,,,5.0,2.0
Oracle,3.0,,07-05-2017,,,,,
Oracle,5.0,,06-20-2017,y,positive,approves,4.0,4.0
Oracle,4.0,"Austin, TX",06-15-2017,y,positive,disapproves,3.0,5.0
Oracle,2.0,,07-05-2017,n,negative,disapproves,,
Oracle,4.0,,06-20-2017,y,positive,approves,4.0,5.0
Oracle,4.0,,06-20-2017,n,negative,approves,5.0,4.0
Oracle,4.0,,06-20-2017,y,positive,approves,4.0,4.0
Oracle,5.0,,06-19-2017,y,positive,,5.0,
Oracle,3.0,,07-03-2017,y,positive,approves,3.0,4.0
Oracle,4.0,"Los Angeles, CA",06-13-2017,y,positive,approves,3.0,4.0
Oracle,2.0,,07-03-2017,n,negative,disapproves,5.0,4.0
Oracle,4.0,,06-18-2017,,,,,
Oracle,4.0,,06-17-2017,y,positive,approves,4.0,5.0
Oracle,4.0,,06-17-2017,y,positive,approves,4.0,5.0
Oracle,4.0,"Atlanta, GA",06-14-2017,y,neutral,no opinion,5.0,3.0
Oracle,5.0,,06-16-2017,y,positive,approves,4.0,4.0
Oracle,1.0,,07-22-2017,n,neutral,disapproves,5.0,1.0
Oracle,2.0,,07-01-2017,n,neutral,disapproves,2.0,1.0
Oracle,3.0,,06-30-2017,y,positive,,5.0,3.0
Oracle,2.0,,06-28-2017,n,negative,approves,5.0,3.0
Oracle,2.0,"Raleigh, NC",06-30-2017,n,neutral,disapproves,3.0,3.0
Oracle,4.0,,06-15-2017,y,positive,approves,5.0,3.0
Oracle,4.0,,06-15-2017,y,positive,no opinion,4.0,4.0
Oracle,4.0,,06-15-2017,,,,,
Oracle,3.0,,06-29-2017,,,,,
Oracle,3.0,"Reston, VA",06-29-2017,y,negative,disapproves,4.0,5.0
Oracle,3.0,"Redwood City, CA",06-29-2017,y,positive,no opinion,5.0,3.0
Oracle,1.0,"Santa Clara, CA",07-18-2017,n,positive,disapproves,4.0,2.0
Oracle,2.0,"Broomfield, CO",06-25-2017,n,negative,,4.0,2.0
Oracle,2.0,"San Francisco, CA",06-29-2017,n,positive,disapproves,4.0,2.0
Oracle,4.0,"Redwood Shores, CA",06-13-2017,n,positive,disapproves,4.0,4.0
Oracle,3.0,"Austin, TX",06-28-2017,n,positive,disapproves,2.0,2.0
Oracle,3.0,,06-28-2017,,,,,
Oracle,3.0,,06-28-2017,y,neutral,disapproves,5.0,4.0
Oracle,3.0,,06-28-2017,,,,,
Oracle,3.0,,06-28-2017,n,neutral,disapproves,3.0,3.0
Oracle,5.0,,06-13-2017,y,,,,
Oracle,4.0,,06-13-2017,y,positive,approves,3.0,5.0
Oracle,4.0,,06-13-2017,,,,3.0,3.0
Oracle,4.0,,06-13-2017,,,,4.0,5.0
Oracle,3.0,"Redwood Shores, CA",06-27-2017,n,neutral,no opinion,4.0,3.0
Oracle,3.0,"Redwood City, CA",06-27-2017,y,positive,no opinion,5.0,3.0
Oracle,3.0,"San Francisco, CA",06-27-2017,n,positive,approves,4.0,2.0
Oracle,3.0,"San Francisco, CA",06-27-2017,n,positive,approves,4.0,2.0
Oracle,3.0,,06-27-2017,,,,,
Oracle,1.0,"Redwood City, CA",07-15-2017,,,,5.0,1.0
Oracle,5.0,,06-12-2017,y,positive,approves,5.0,5.0
Oracle,2.0,,06-27-2017,,,,2.0,4.0
Oracle,2.0,,06-27-2017,n,neutral,no opinion,4.0,1.0
Oracle,2.0,,06-27-2017,n,,,3.0,2.0
Oracle,4.0,"Bellevue, WA",06-11-2017,y,positive,approves,3.0,4.0
Oracle,4.0,,06-12-2017,,,,4.0,
Oracle,4.0,,06-12-2017,y,positive,no opinion,4.0,4.0
Oracle,4.0,,06-12-2017,,,,4.0,
Oracle,4.0,,06-12-2017,y,positive,no opinion,4.0,4.0
Oracle,3.0,"Lehi, UT",06-25-2017,y,negative,no opinion,3.0,3.0
Oracle,3.0,,06-26-2017,,,,,
Oracle,3.0,,06-26-2017,,,,5.0,5.0
Oracle,3.0,"Solon, OH",06-26-2017,y,neutral,approves,4.0,4.0
Oracle,2.0,"Denver, CO",06-17-2017,n,positive,no opinion,5.0,1.0
Oracle,4.0,,06-11-2017,y,neutral,no opinion,3.0,3.0
Oracle,3.0,"Redwood City, CA",06-22-2017,n,negative,disapproves,4.0,2.0
Oracle,5.0,"San Antonio, TX",06-10-2017,y,positive,approves,5.0,4.0
Oracle,3.0,"Pleasanton, CA",06-22-2017,y,,,,
Oracle,3.0,"Bedford, MA",06-24-2017,y,neutral,no opinion,3.0,3.0
Oracle,3.0,,06-24-2017,n,negative,no opinion,3.0,4.0
Oracle,1.0,,07-14-2017,n,neutral,disapproves,3.0,3.0
Oracle,2.0,"Redwood City, CA",06-12-2017,n,neutral,disapproves,5.0,3.0
Oracle,2.0,,06-24-2017,n,neutral,no opinion,2.0,2.0
Oracle,1.0,,07-14-2017,n,negative,disapproves,1.0,2.0
Oracle,4.0,,06-09-2017,,,,,
Oracle,4.0,,06-09-2017,y,neutral,approves,4.0,3.0
Oracle,3.0,"New York, NY",06-21-2017,,,,,
Oracle,3.0,,06-23-2017,n,positive,disapproves,3.0,3.0
Oracle,3.0,,06-23-2017,,,,4.0,3.0
Oracle,4.0,,06-08-2017,y,neutral,approves,5.0,3.0
Oracle,5.0,,06-07-2017,,,,5.0,5.0
Oracle,1.0,,07-12-2017,n,,,1.0,4.0
Oracle,4.0,,06-07-2017,,,,,
Oracle,3.0,,06-21-2017,n,negative,disapproves,5.0,2.0
Oracle,3.0,,06-21-2017,y,neutral,disapproves,4.0,3.0
Oracle,2.0,"Santa Clara, CA",06-20-2017,n,neutral,no opinion,3.0,2.0
Oracle,2.0,,06-21-2017,n,neutral,no opinion,2.0,4.0
Oracle,2.0,,06-21-2017,n,neutral,no opinion,2.0,4.0
Oracle,4.0,"San Mateo, CA",06-06-2017,y,positive,approves,5.0,5.0
Oracle,3.0,,06-20-2017,n,positive,disapproves,4.0,3.0
Oracle,3.0,,06-20-2017,n,negative,no opinion,4.0,5.0
Oracle,4.0,,06-03-2017,,,,,
Oracle,5.0,"Burlington, MA",06-05-2017,y,neutral,approves,4.0,4.0
Oracle,2.0,"Santa Clara, CA",06-19-2017,n,negative,no opinion,4.0,3.0
Oracle,4.0,"Frisco, TX",06-05-2017,y,positive,,4.0,1.0
Oracle,3.0,,06-19-2017,y,negative,,3.0,3.0
Oracle,3.0,,06-19-2017,n,neutral,approves,3.0,3.0
Oracle,3.0,"Chicago, IL",06-19-2017,,,,4.0,3.0
Oracle,3.0,,06-19-2017,,,,,
Oracle,2.0,,06-19-2017,n,negative,disapproves,2.0,4.0
Oracle,2.0,"Redwood City, CA",06-19-2017,n,negative,no opinion,3.0,1.0
Oracle,4.0,,06-04-2017,,,,4.0,5.0
Oracle,3.0,,06-17-2017,,,,5.0,3.0
Oracle,3.0,,06-18-2017,,,,4.0,4.0
Oracle,3.0,,06-18-2017,,,,,
Oracle,4.0,"Redwood Shores, CA",06-01-2017,y,positive,approves,4.0,3.0
Oracle,2.0,,06-18-2017,n,neutral,no opinion,2.0,3.0
Oracle,1.0,"Redwood City, CA",07-01-2017,n,negative,disapproves,1.0,1.0
Oracle,4.0,,06-03-2017,,,,,
Oracle,4.0,"Boulder, CO",06-03-2017,y,neutral,approves,5.0,4.0
Oracle,3.0,,06-17-2017,n,neutral,no opinion,4.0,4.0
Oracle,4.0,"New York, NY",06-01-2017,y,neutral,no opinion,5.0,4.0
Oracle,4.0,"Redwood Shores, CA",06-02-2017,y,,,2.0,3.0
Oracle,4.0,"Redwood City, CA",06-02-2017,y,positive,no opinion,4.0,4.0
Oracle,3.0,"Redwood Shores, CA",06-14-2017,,,,,
Oracle,3.0,"San Francisco, CA",06-16-2017,,,,5.0,3.0
Oracle,3.0,,06-16-2017,n,neutral,no opinion,4.0,2.0
Oracle,5.0,,06-01-2017,y,positive,,4.0,4.0
Oracle,1.0,,07-07-2017,,,,,
Oracle,2.0,,06-16-2017,n,positive,no opinion,4.0,2.0
Oracle,4.0,,06-01-2017,y,positive,approves,3.0,5.0
Oracle,4.0,,06-01-2017,,,,4.0,4.0
Oracle,3.0,"San Francisco, CA",06-15-2017,y,neutral,no opinion,3.0,3.0
Oracle,4.0,"Redwood City, CA",05-23-2017,y,,,4.0,4.0
Oracle,5.0,,05-30-2017,y,positive,approves,5.0,5.0
Oracle,5.0,"Redwood City, CA",05-23-2017,y,positive,approves,5.0,3.0
Oracle,2.0,"Redwood City, CA",06-14-2017,n,negative,disapproves,3.0,1.0
Oracle,2.0,"Redwood City, CA",06-14-2017,n,negative,disapproves,3.0,1.0
Oracle,4.0,,05-30-2017,y,positive,approves,5.0,5.0
Oracle,4.0,,05-30-2017,y,positive,approves,3.0,5.0
Oracle,3.0,,06-13-2017,n,neutral,approves,4.0,4.0
Oracle,3.0,,06-13-2017,,,,4.0,2.0
Oracle,3.0,"Los Angeles, CA",06-13-2017,y,positive,approves,3.0,4.0
Oracle,5.0,"Redwood City, CA",05-29-2017,,,,4.0,3.0
Oracle,2.0,,06-13-2017,,,,,
Oracle,4.0,"San Antonio, TX",05-29-2017,y,positive,approves,2.0,3.0
Oracle,4.0,"Sterling, VA",05-29-2017,y,positive,,4.0,3.0
Oracle,3.0,,06-12-2017,,,,5.0,3.0
Oracle,3.0,,06-12-2017,,,,,
Oracle,5.0,"Redwood City, CA",05-28-2017,,,,,
Oracle,2.0,"Broomfield, CO",06-12-2017,n,neutral,,3.0,4.0
Oracle,2.0,,06-12-2017,n,negative,disapproves,3.0,4.0
Oracle,5.0,"Boston, MA",05-24-2017,y,positive,no opinion,4.0,4.0
Oracle,4.0,"Carmel, IN",05-28-2017,y,positive,approves,4.0,5.0
Oracle,4.0,,05-28-2017,,,,,
Oracle,3.0,"Boston, MA",06-09-2017,n,neutral,disapproves,3.0,2.0
Oracle,3.0,,06-11-2017,,,,,
Oracle,4.0,,05-28-2017,,,,,
Oracle,3.0,"Boston, MA",06-09-2017,n,neutral,disapproves,3.0,2.0
Oracle,3.0,,06-11-2017,,,,,
Oracle,2.0,"Redwood City, CA",06-11-2017,n,positive,no opinion,4.0,1.0
Oracle,4.0,,05-27-2017,n,negative,disapproves,5.0,3.0
Oracle,5.0,,05-26-2017,,,,,
Oracle,4.0,,05-25-2017,y,negative,no opinion,4.0,4.0
Oracle,5.0,"Redwood City, CA",05-25-2017,y,positive,approves,5.0,5.0
Oracle,4.0,"Redwood City, CA",05-24-2017,n,neutral,no opinion,4.0,3.0
Oracle,4.0,,05-25-2017,n,neutral,no opinion,5.0,5.0
Oracle,3.0,"Solon, OH",06-06-2017,n,negative,disapproves,5.0,2.0
Oracle,3.0,,06-08-2017,y,neutral,no opinion,5.0,3.0
Oracle,3.0,,06-08-2017,,,,3.0,4.0
Oracle,1.0,,06-27-2017,n,negative,disapproves,2.0,2.0
Oracle,4.0,,05-24-2017,y,positive,approves,,
Oracle,4.0,,05-24-2017,y,positive,no opinion,5.0,2.0
Oracle,4.0,,05-24-2017,y,positive,approves,3.0,3.0
Oracle,4.0,,05-24-2017,,,,,
Oracle,3.0,,06-06-2017,n,neutral,no opinion,4.0,4.0
Oracle,3.0,"Houston, TX",06-07-2017,n,negative,no opinion,2.0,4.0
Oracle,1.0,"Chicago, IL",06-28-2017,n,negative,disapproves,5.0,3.0
Oracle,5.0,"Santa Monica, CA",05-19-2017,y,neutral,approves,5.0,5.0
Oracle,4.0,,05-23-2017,y,neutral,no opinion,4.0,4.0
Oracle,3.0,,06-06-2017,n,neutral,disapproves,3.0,2.0
Oracle,3.0,,06-06-2017,,,,4.0,4.0
Oracle,3.0,"Cincinnati, OH",06-06-2017,n,positive,disapproves,4.0,2.0
Oracle,5.0,"Orlando, FL",05-22-2017,y,positive,approves,5.0,5.0
Oracle,1.0,"Boston, MA",06-27-2017,n,negative,disapproves,1.0,2.0
